artist_id,song_id
1,1
1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,9
1,10
1,11
1,12
1,13
1,14
1,15
1,16
1,17
1,18
1,19
1,20
1,21
1,22
1,23
1,24
1,25
1,26
1,27
1,28
1,29
1,30
1,31
1,32
1,33
1,34
1,35
1,36
1,37
1,38
1,39
1,40
1,41
1,42
1,43
1,44
1,45
1,46
1,47
1,48
1,49
1,50
1,51
1,52
1,53
1,54
1,55
1,56
1,57
1,58
1,59
1,60
1,61
1,62
2,63
2,64
2,65
2,66
2,67
2,68
2,69
2,70
2,71
2,72
2,73
2,74
2,75
2,76
2,77
2,78
2,79
2,80
2,81
2,82
2,83
2,84
2,85
2,86
2,87
2,88
2,89
2,90
2,91
2,92
2,93
2,94
2,95
2,96
2,97
2,98
2,99
2,100
2,101
2,102
2,103
2,104
2,105
2,106
2,107
3,108
3,109
3,110
3,111
3,112
3,113
3,114
3,115
3,116
3,117
3,118
3,119
3,120
3,121
3,122
3,123
3,124
3,125
3,126
3,127
3,128
3,129
3,130
3,131
3,132
3,133
3,134
3,135
3,136
3,137
3,138
3,139
3,140
3,141
3,142
3,143
3,144
3,145
3,146
3,147
3,148
3,149
3,150
3,151
3,152
3,153
3,154
3,155
3,156
3,157
3,158
3,159
3,160
3,161
3,162
3,163
3,164
3,165
3,166
3,167
3,168
3,169
3,170
3,171
3,172
3,173
3,174
3,175
3,176
3,177
3,178
3,179
3,180
3,181
3,182
3,183
3,184
3,185
3,186
3,187
3,188
3,189
3,190
3,191
3,192
3,193
3,194
4,195
7,196
7,197
7,198
7,199
7,200
7,201
7,202
7,203
7,204
7,205
7,206
7,207
7,208
7,209
7,210
7,211
7,212
7,213
7,214
7,215
7,216
7,217
7,218
7,219
7,220
7,221
7,222
7,223
7,224
7,225
7,226
7,227
7,228
7,229
7,230
7,231
7,232
7,233
7,234
7,235
7,236
7,237
7,238
7,239
7,240
7,241
7,242
7,243
7,244
7,245
7,246
7,247
7,248
7,249
7,250
7,251
7,252
7,253
7,254
7,255
7,256
7,257
7,258
7,259
7,260
7,261
7,262
7,263
7,264
7,265
7,266
7,267
7,268
7,269
8,270
8,271
8,272
8,273
8,274
8,275
8,276
8,277
8,278
8,279
8,280
8,281
8,282
8,283
8,284
8,285
8,286
8,287
8,288
8,289
8,290
8,291
8,292
8,293
8,294
8,295
8,296
8,297
8,298
8,299
8,300
8,301
8,302
8,303
8,304
8,305
8,306
8,307
8,308
8,309
8,310
8,311
8,312
8,313
8,314
8,315
8,316
8,317
8,318
8,319
8,320
8,321
8,322
8,323
8,324
8,325
8,326
8,327
8,328
8,329
8,330
8,331
8,332
8,333
8,334
8,335
8,336
8,337
8,338
8,339
8,340
8,341
8,342
8,343
8,344
8,345
8,346
8,347
8,348
8,349
8,350
8,351
8,352
8,353
8,354
8,355
8,356
8,357
8,358
8,359
8,360
8,361
8,362
8,363
8,364
8,365
8,366
8,367
8,368
8,369
11,370
11,371
11,372
11,373
11,374
11,375
11,376
11,377
11,378
11,379
11,380
11,381
11,382
11,383
11,384
11,385
11,386
11,387
11,388
11,389
11,390
11,391
11,392
11,393
11,394
11,395
11,396
11,397
11,398
11,399
11,400
11,401
11,402
11,403
11,404
11,405
11,406
11,407
11,408
11,409
11,410
11,411
11,412
11,413
11,414
11,415
11,416
11,417
11,418
11,419
11,420
11,421
11,422
11,423
11,424
11,425
11,426
11,427
11,428
11,429
11,430
11,431
11,432
11,433
11,434
11,435
11,436
11,437
11,438
11,439
11,440
11,441
11,442
11,443
11,444
11,445
11,446
11,447
11,448
11,449
11,450
11,451
11,452
11,453
11,454
11,455
11,456
11,457
11,458
11,459
11,460
11,461
11,462
11,463
11,464
11,465
11,466
11,467
11,468
11,469
13,470
13,471
13,472
13,473
13,474
13,475
13,476
13,477
13,478
13,479
13,480
13,481
13,482
13,483
13,484
13,485
13,486
13,487
13,488
13,489
15,490
15,491
15,492
15,493
15,494
15,495
15,496
15,497
15,498
15,499
15,500
15,501
15,502
15,503
15,504
15,505
15,506
15,507
15,508
15,509
15,510
15,511
15,512
15,513
15,514
15,515
15,516
15,517
15,518
15,519
15,520
15,521
15,522
15,523
15,524
15,525
15,526
15,527
15,528
15,529
15,530
15,531
15,532
15,533
15,534
15,535
15,536
15,537
15,538
15,539
15,540
15,541
15,542
15,543
15,544
15,545
15,546
15,547
15,548
15,549
15,550
15,551
15,552
15,553
15,554
15,555
15,556
15,557
15,558
15,559
15,560
15,561
16,562
16,563
16,564
16,565
16,566
16,567
16,568
16,569
16,570
16,571
16,572
16,573
16,574
16,575
16,576
16,577
16,578
16,579
16,580
16,581
16,582
16,583
16,584
16,585
16,586
16,587
16,588
16,589
16,590
16,591
16,592
16,593
17,594
17,595
17,596
17,597
17,598
17,599
17,600
17,601
17,602
17,603
17,604
17,605
17,606
17,607
17,608
17,609
17,610
17,611
17,612
17,613
17,614
17,615
17,616
17,617
17,618
17,619
17,620
17,621
17,622
17,623
17,624
17,625
17,626
17,627
17,628
17,629
17,630
17,631
17,632
17,633
17,634
17,635
17,636
17,637
17,638
17,639
17,640
17,641
21,642
21,643
21,644
21,645
21,646
21,647
21,648
21,649
21,650
21,651
21,652
21,653
21,654
21,655
21,656
21,657
21,658
21,659
21,660
21,661
21,662
21,663
21,664
21,665
21,666
21,667
21,668
21,669
21,670
21,671
21,672
21,673
21,674
21,675
21,676
21,677
21,678
21,679
21,680
21,681
21,682
21,683
21,684
21,685
21,686
21,687
21,688
21,689
21,690
21,691
21,692
21,693
21,694
21,695
21,696
21,697
21,698
21,699
21,700
21,701
21,702
21,703
21,704
21,705
21,706
21,707
21,708
21,709
21,710
21,711
21,712
21,713
24,714
24,715
24,716
24,717
24,718
24,719
24,720
24,721
24,722
24,723
24,724
24,725
24,726
24,727
24,728
24,729
24,730
24,731
24,732
24,733
24,734
24,735
24,736
24,737
24,738
24,739
24,740
24,741
24,742
24,743
24,744
24,745
24,746
24,747
24,748
24,749
24,750
24,751
24,752
24,753
24,754
24,755
24,756
24,757
24,758
24,759
24,760
24,761
26,762
26,763
26,764
26,765
26,766
26,767
26,768
26,769
26,770
26,771
26,772
26,773
26,774
26,775
26,776
26,777
26,778
26,779
26,780
27,781
27,782
27,783
27,784
27,785
27,786
27,787
27,788
27,789
27,790
27,791
27,792
27,793
27,794
27,795
27,796
27,797
27,798
27,799
27,800
27,801
27,802
27,803
27,804
27,805
27,806
27,807
27,808
27,809
27,810
27,811
27,812
27,813
27,814
27,815
27,816
27,817
27,818
27,819
27,820
27,821
27,822
27,823
27,824
27,825
27,826
27,827
27,828
27,829
27,830
27,831
27,832
27,833
27,834
27,835
27,836
27,837
27,838
27,839
27,840
27,841
27,842
27,843
27,844
27,845
27,846
27,847
27,848
27,849
27,850
27,851
27,852
27,853
27,854
27,855
27,856
27,857
27,858
27,859
27,860
27,861
27,862
27,863
27,864
27,865
27,866
27,867
27,868
27,869
27,870
27,871
27,872
27,873
27,874
27,875
27,876
27,877
28,878
28,879
28,880
28,881
28,882
28,883
28,884
28,885
28,886
28,887
28,888
28,889
28,890
28,891
28,892
28,893
28,894
28,895
28,896
28,897
28,898
28,899
28,900
28,901
28,902
28,903
28,904
28,905
28,906
28,907
28,908
28,909
28,910
28,911
28,912
28,913
28,914
28,915
28,916
28,917
28,918
28,919
28,920
28,921
28,922
28,923
28,924
28,925
30,926
30,927
30,928
30,929
30,930
30,931
30,932
30,933
30,934
30,935
30,936
30,937
30,938
30,939
30,940
30,941
30,942
30,943
30,944
30,945
30,946
30,947
30,948
30,949
30,950
30,951
30,952
30,953
30,954
30,955
30,956
30,957
30,958
30,959
30,960
30,961
30,962
30,963
30,964
30,965
30,966
30,967
30,968
30,969
30,970
30,971
30,972
31,973
31,974
31,975
31,976
31,977
31,978
31,979
31,980
31,981
31,982
31,983
31,984
31,985
31,986
31,987
31,988
31,989
31,990
31,991
31,992
31,993
31,994
31,995
31,996
31,997
31,998
31,999
31,1000
31,1001
31,1002
31,1003
31,1004
31,1005
31,1006
31,1007
31,1008
31,1009
31,1010
31,1011
31,1012
31,1013
31,1014
31,1015
31,1016
31,1017
31,1018
31,1019
31,1020
31,1021
31,1022
31,1023
32,1024
32,1025
32,1026
32,1027
32,1028
32,1029
32,1030
32,1031
32,1032
32,1033
32,1034
32,1035
32,1036
32,1037
32,1038
32,1039
32,1040
32,1041
32,1042
32,1043
33,1044
33,1045
33,1046
33,1047
33,1048
33,1049
33,1050
33,1051
33,1052
33,1053
33,1054
33,1055
33,1056
33,1057
33,1058
33,1059
33,1060
33,1061
33,1062
33,1063
33,1064
33,1065
33,1066
33,1067
33,1068
33,1069
33,1070
33,1071
33,1072
33,1073
33,1074
33,1075
33,1076
33,1077
33,1078
33,1079
33,1080
33,1081
33,1082
33,1083
33,1084
33,1085
33,1086
33,1087
33,1088
33,1089
33,1090
33,1091
33,1092
33,1093
33,1094
33,1095
33,1096
33,1097
33,1098
33,1099
33,1100
33,1101
33,1102
33,1103
33,1104
33,1105
34,1106
34,1107
34,1108
34,1109
34,1110
34,1111
34,1112
34,1113
34,1114
34,1115
34,1116
34,1117
34,1118
34,1119
34,1120
34,1121
34,1122
34,1123
34,1124
34,1125
34,1126
34,1127
34,1128
34,1129
34,1130
34,1131
34,1132
34,1133
34,1134
34,1135
34,1136
34,1137
34,1138
34,1139
34,1140
34,1141
34,1142
34,1143
34,1144
34,1145
34,1146
34,1147
34,1148
34,1149
34,1150
34,1151
34,1152
34,1153
34,1154
34,1155
34,1156
34,1157
34,1158
34,1159
34,1160
34,1161
34,1162
34,1163
34,1164
34,1165
34,1166
34,1167
34,1168
34,1169
34,1170
34,1171
34,1172
34,1173
34,1174
34,1175
34,1176
34,1177
34,1178
34,1179
34,1180
34,1181
34,1182
34,1183
34,1184
34,1185
36,1186
36,1187
36,1188
36,1189
36,1190
36,1191
36,1192
36,1193
36,1194
36,1195
36,1196
36,1197
36,1198
36,1199
36,1200
36,1201
36,1202
36,1203
36,1204
36,1205
36,1206
36,1207
36,1208
36,1209
36,1210
36,1211
36,1212
36,1213
36,1214
36,1215
36,1216
36,1217
36,1218
36,1219
36,1220
36,1221
36,1222
36,1223
36,1224
36,1225
36,1226
36,1227
36,1228
36,1229
36,1230
36,1231
36,1232
36,1233
36,1234
36,1235
36,1236
36,1237
36,1238
36,1239
36,1240
36,1241
36,1242
36,1243
36,1244
36,1245
36,1246
36,1247
36,1248
36,1249
36,1250
36,1251
36,1252
36,1253
36,1254
36,1255
36,1256
36,1257
36,1258
36,1259
36,1260
36,1261
36,1262
36,1263
36,1264
36,1265
36,1266
36,1267
36,1268
36,1269
36,1270
36,1271
36,1272
36,1273
36,1274
36,1275
36,1276
36,1277
36,1278
36,1279
38,1280
38,1281
38,1282
38,1283
38,1284
38,1285
38,1286
38,1287
38,1288
38,1289
38,1290
38,1291
38,1292
38,1293
38,1294
38,1295
38,1296
38,1297
38,1298
38,1299
38,1300
38,1301
38,1302
38,1303
38,1304
38,1305
38,1306
38,1307
38,1308
38,1309
38,1310
38,1311
38,1312
38,1313
38,1314
38,1315
38,1316
38,1317
38,1318
38,1319
38,1320
38,1321
38,1322
38,1323
38,1324
38,1325
38,1326
38,1327
38,1328
38,1329
38,1330
38,1331
38,1332
38,1333
38,1334
38,1335
38,1336
38,1337
38,1338
38,1339
38,1340
38,1341
38,1342
38,1343
38,1344
38,1345
38,1346
38,1347
38,1348
38,1349
38,1350
38,1351
38,1352
38,1353
38,1354
38,1355
38,1356
38,1357
38,1358
38,1359
38,1360
38,1361
38,1362
38,1363
38,1364
38,1365
38,1366
38,1367
38,1368
38,1369
38,1370
38,1371
38,1372
38,1373
38,1374
38,1375
38,1376
42,1377
42,1378
42,1379
42,1380
42,1381
42,1382
42,1383
42,1384
42,1385
42,1386
42,1387
42,1388
42,1389
42,1390
42,1391
42,1392
42,1393
42,1394
42,1395
42,1396
42,1397
42,1398
42,1399
42,1400
42,1401
42,1402
42,1403
42,1404
42,1405
42,1406
42,1407
42,1408
42,1409
42,1410
42,1411
42,1412
42,1413
42,1414
42,1415
42,1416
42,1417
42,1418
42,1419
42,1420
42,1421
42,1422
42,1423
42,1424
42,1425
42,1426
42,1427
42,1428
42,1429
42,1430
42,1431
43,1432
43,1433
43,1434
43,1435
43,1436
43,1437
43,1438
43,1439
43,1440
43,1441
43,1442
43,1443
43,1444
43,1445
43,1446
43,1447
43,1448
43,1449
43,1450
43,1451
43,1452
43,1453
43,1454
43,1455
43,1456
43,1457
43,1458
43,1459
43,1460
43,1461
43,1462
43,1463
43,1464
43,1465
43,1466
43,1467
43,1468
43,1469
43,1470
43,1471
43,1472
43,1473
43,1474
43,1475
43,1476
43,1477
43,1478
43,1479
43,1480
43,1481
43,1482
43,1483
43,1484
43,1485
43,1486
43,1487
43,1488
43,1489
43,1490
43,1491
43,1492
43,1493
43,1494
43,1495
43,1496
43,1497
43,1498
43,1499
43,1500
43,1501
43,1502
43,1503
43,1504
43,1505
43,1506
43,1507
43,1508
